pv_wp,battery_kwh,cost_index,years_ok_study,mean_study,max_study,years_ok_pvgis,mean_pvgis,max_pvgis
700.0,0.75,11278.612765071404,11,0.8305788700501535,1.639344262295082,1,1.7688469227986126,2.8688524590163933
700.0,1.0,11557.94971125876,16,0.3557604735883424,0.8993624772313297,11,0.889806653442124,1.7351598173515983
700.0,1.25,11837.286657446111,16,0.1668194974673753,0.5350637522768671,14,0.4698845347705667,1.1986301369863013
700.0,1.5,12116.623603633467,16,0.0748675986226514,0.365296803652968,16,0.2616740119020885,0.8105022831050228
700.0,1.75,12395.960549820822,16,0.03353310502283105,0.2397260273972603,16,0.13977195461237119,0.6963470319634704
700.0,2.0,12675.297496008174,16,0.009275114155251141,0.1141552511415525,16,0.0770391995408838,0.5136986301369862
700.0,2.25,12954.63444219553,16,0.0,0.0,16,0.0435216894977169,0.3767123287671233
700.0,2.5,13233.971388382883,16,0.0,0.0,16,0.0221175799086758,0.2625570776255708
700.0,2.75,13513.308334570236,16,0.0,0.0,16,0.007848173515981735,0.12557077625570776
700.0,3.0,13792.645280757592,16,0.0,0.0,16,0.0,0.0
700.0,3.25,14071.982226944945,16,0.0,0.0,16,0.0,0.0
700.0,3.5,14351.319173132299,16,0.0,0.0,16,0.0,0.0
700.0,3.75,14630.656119319654,16,0.0,0.0,16,0.0,0.0
700.0,4.0,14909.993065507007,16,0.0,0.0,16,0.0,0.0
700.0,5.0,16027.340850256423,16,0.0,0.0,16,0.0,0.0
700.0,7.0,18262.036419755255,16,0.0,0.0,16,0.0,0.0
700.0,10.0,21614.079774003505,16,0.0,0.0,16,0.0,0.0
750.0,0.75,11503.612765071404,13,0.6658607960925219,1.5027322404371584,1,1.4829480593607305,2.424863387978142
750.0,1.0,11782.94971125876,16,0.2673427870100057,0.7627504553734062,12,0.7158524527784016,1.495433789954338
750.0,1.25,12062.286657446111,16,0.12047901539536392,0.4452054794520548,16,0.360074434837937,0.9018264840182649
750.0,1.5,12341.623603633467,16,0.050625202734735635,0.2968036529680365,16,0.1910872351972453,0.684931506849315
750.0,1.75,12620.960549820822,16,0.01355593607305936,0.17123287671232876,16,0.10197557202385409,0.5365296803652968
750.0,2.0,12900.297496008174,16,0.003567351598173516,0.05707762557077625,16,0.0577852477730369,0.3995433789954338
750.0,2.25,13179.63444219553,16,0.0,0.0,16,0.030679223744292237,0.273972602739726
750.0,2.5,13458.971388382883,16,0.0,0.0,16,0.012128995433789954,0.136986301369863
750.0,2.75,13738.308334570236,16,0.0,0.0,16,0.0007134703196347032,0.01141552511415525
750.0,3.0,14017.645280757592,16,0.0,0.0,16,0.0,0.0
750.0,3.25,14296.982226944945,16,0.0,0.0,16,0.0,0.0
750.0,3.5,14576.319173132299,16,0.0,0.0,16,0.0,0.0
750.0,3.75,14855.656119319654,16,0.0,0.0,16,0.0,0.0
750.0,4.0,15134.993065507007,16,0.0,0.0,16,0.0,0.0
750.0,5.0,16252.340850256423,16,0.0,0.0,16,0.0,0.0
750.0,7.0,18487.036419755255,16,0.0,0.0,16,0.0,0.0
750.0,10.0,21839.079774003505,16,0.0,0.0,16,0.0,0.0
800.0,0.75,11728.612765071404,15,0.5296737374304463,1.3888888888888888,6,1.2590645819297852,2.1288706739526413
800.0,1.0,12007.94971125876,16,0.20173665693539936,0.6716757741347905,13,0.5739634796766224,1.2671232876712328
800.0,1.25,12287.286657446111,16,0.09267121728173267,0.3767123287671233,16,0.28448751777827685,0.7077625570776256
800.0,1.5,12566.623603633467,16,0.03066167939217007,0.2511415525114155,16,0.14331201499613244,0.5707762557077625
800.0,1.75,12845.960549820822,16,0.007848173515981735,0.12557077625570776,16,0.0777312267634803,0.410958904109589
800.0,2.0,13125.297496008174,16,0.0,0.0,16,0.04138127853881278,0.28538812785388123
800.0,2.25,13404.63444219553,16,0.0,0.0,16,0.018550228310502286,0.15981735159817353
800.0,2.5,13683.971388382883,16,0.0,0.0,16,0.0028538812785388126,0.03424657534246575
800.0,2.75,13963.308334570238,16,0.0,0.0,16,0.0,0.0
800.0,3.0,14242.645280757592,16,0.0,0.0,16,0.0,0.0
800.0,3.25,14521.982226944945,16,0.0,0.0,16,0.0,0.0
800.0,3.5,14801.3191731323,16,0.0,0.0,16,0.0,0.0
800.0,3.75,15080.656119319654,16,0.0,0.0,16,0.0,0.0
800.0,4.0,15359.993065507007,16,0.0,0.0,16,0.0,0.0
800.0,5.0,16477.340850256423,16,0.0,0.0,16,0.0,0.0
800.0,7.0,18712.036419755255,16,0.0,0.0,16,0.0,0.0
800.0,10.0,22064.079774003505,16,0.0,0.0,16,0.0,0.0
850.0,0.75,11953.612765071404,15,0.4241366619257928,1.2750455373406193,7,1.079388973101779,1.923952641165756
850.0,1.0,12232.94971125876,16,0.16465569403897495,0.6261384335154827,15,0.4655861685006363,1.004566210045662
850.0,1.25,12512.286657446111,16,0.07056923235272101,0.3082191780821918,16,0.22316610836639472,0.6164383561643836
850.0,1.5,12791.623603633467,16,0.023530874940739077,0.19406392694063926,16,0.11692530940439655,0.4908675799086758
850.0,1.75,13070.960549820822,16,0.004280821917808219,0.0684931506849315,16,0.06133115627417222,0.3424657534246575
850.0,2.0,13350.297496008174,16,0.0,0.0,16,0.027825342465753425,0.2168949771689498
850.0,2.25,13629.63444219553,16,0.0,0.0,16,0.008561643835616438,0.091324200913242
850.0,2.5,13908.971388382883,16,0.0,0.0,16,0.0,0.0
