pv_w,battery_kwh,lolp,curtailed_kwh,cost_index
800,2.0,0.0,629.700532867861,13125.297496008174
800,2.25,0.0,629.6498059557772,13404.63444219553
800,2.5,0.0,629.5990790436932,13683.971388382883
800,2.75,0.0,629.5483521316087,13963.308334570238
800,3.0,0.0,629.4976252195245,14242.645280757592
800,3.25,0.0,629.4468983074404,14521.982226944945
800,3.5,0.0,629.3961713980658,14801.3191731323
800,3.75,0.0,629.3454444896814,15080.656119319654
800,4.0,0.0,629.2947175815785,15359.993065507007
800,5.0,0.0,629.0918099572094,16477.340850256423
800,7.0,0.0,628.6859947300213,18712.036419755255
800,10.0,0.0,628.0772719033156,22064.079774003505
850,0.75,0.0009132420091324201,677.835976986658,11953.612765071404
850,1.0,0.0,677.6828396797413,12232.94971125876
850,1.25,0.0,677.6321120528311,12512.286657446111
850,1.5,0.0,677.5813844259209,12791.623603633467
850,1.75,0.0,677.5306567990107,13070.960549820822
850,2.0,0.0,677.4799291736402,13350.297496008174
850,2.25,0.0,677.4292015491427,13629.63444219553
850,2.5,0.0,677.3784739256822,13908.971388382883
850,2.75,0.0,677.3277463053792,14188.308334570238
850,3.0,0.0,677.2770186982453,14467.645280757592
850,3.25,0.0,677.2262910964157,14746.982226944945
850,3.5,0.0,677.1755635007949,15026.3191731323
850,3.75,0.0,677.1248359054008,15305.656119319654
850,4.0,0.0,677.0741083100052,15584.993065507007
850,5.0,0.0,676.8711979284288,16702.340850256423
